Goal,SeriesCode,GeoAreaCode,Units,TimePeriod,Value
9,EN_ATM_CO2GDP,1,KG_PER_CON_USD,2001,0.346
9,EN_ATM_CO2GDP,887,KG_PER_CON_USD,2001,
9,EN_ATM_CO2GDP,894,KG_PER_CON_USD,2001,0.08
9,EN_ATM_CO2GDP,716,KG_PER_CON_USD,2001,0.3
9,EN_ATM_CO2GDP,2,KG_PER_CON_USD,2002,0.24
9,EN_ATM_CO2GDP,8,KG_PER_CON_USD,2002,0.183
9,EN_ATM_CO2GDP,12,KG_PER_CON_USD,2002,0.232
9,EN_ATM_CO2GDP,19,KG_PER_CON_USD,2002,0.33
9,EN_ATM_CO2GDP,24,KG_PER_CON_USD,2002,0.06
9,EN_ATM_CO2GDP,32,KG_PER_CON_USD,2002,0.195
9,EN_ATM_CO2GDP,51,KG_PER_CON_USD,2002,0.189
9,EN_ATM_CO2GDP,142,KG_PER_CON_USD,2002,0.382
9,EN_ATM_CO2GDP,36,KG_PER_CON_USD,2002,0.448
9,EN_ATM_CO2GDP,53,KG_PER_CON_USD,2002,0.415
9,EN_ATM_CO2GDP,40,KG_PER_CON_USD,2002,0.177
9,EN_ATM_CO2GDP,31,KG_PER_CON_USD,2002,0.649
9,EN_ATM_CO2GDP,48,KG_PER_CON_USD,2002,0.494
9,EN_ATM_CO2GDP,50,KG_PER_CON_USD,2002,0.098
9,EN_ATM_CO2GDP,112,KG_PER_CON_USD,2002,0.574
9,EN_ATM_CO2GDP,56,KG_PER_CON_USD,2002,0.238
9,EN_ATM_CO2GDP,204,KG_PER_CON_USD,2002,0.108
9,EN_ATM_CO2GDP,68,KG_PER_CON_USD,2002,0.155
9,EN_ATM_CO2GDP,70,KG_PER_CON_USD,2002,0.485
9,EN_ATM_CO2GDP,72,KG_PER_CON_USD,2002,0.201
9,EN_ATM_CO2GDP,76,KG_PER_CON_USD,2002,0.142
9,EN_ATM_CO2GDP,96,KG_PER_CON_USD,2002,0.178
9,EN_ATM_CO2GDP,100,KG_PER_CON_USD,2002,0.462
9,EN_ATM_CO2GDP,116,KG_PER_CON_USD,2002,0.107
9,EN_ATM_CO2GDP,120,KG_PER_CON_USD,2002,0.062
9,EN_ATM_CO2GDP,124,KG_PER_CON_USD,2002,0.43
9,EN_ATM_CO2GDP,29,KG_PER_CON_USD,2002,0.23
9,EN_ATM_CO2GDP,135,KG_PER_CON_USD,2002,0.822
9,EN_ATM_CO2GDP,13,KG_PER_CON_USD,2002,0.2
9,EN_ATM_CO2GDP,62,KG_PER_CON_USD,2002,0.347
9,EN_ATM_CO2GDP,143,KG_PER_CON_USD,2002,0.924
9,EN_ATM_CO2GDP,152,KG_PER_CON_USD,2002,0.186
9,EN_ATM_CO2GDP,156,KG_PER_CON_USD,2002,0.681
9,EN_ATM_CO2GDP,344,KG_PER_CON_USD,2002,0.161
9,EN_ATM_CO2GDP,170,KG_PER_CON_USD,2002,0.14
9,EN_ATM_CO2GDP,178,KG_PER_CON_USD,2002,0.034
9,EN_ATM_CO2GDP,188,KG_PER_CON_USD,2002,0.094
9,EN_ATM_CO2GDP,384,KG_PER_CON_USD,2002,0.096
9,EN_ATM_CO2GDP,191,KG_PER_CON_USD,2002,0.213
9,EN_ATM_CO2GDP,192,KG_PER_CON_USD,2002,0.157
9,EN_ATM_CO2GDP,531,KG_PER_CON_USD,2002,1.367
9,EN_ATM_CO2GDP,196,KG_PER_CON_USD,2002,0.259
9,EN_ATM_CO2GDP,203,KG_PER_CON_USD,2002,0.437
9,EN_ATM_CO2GDP,408,KG_PER_CON_USD,2002,
9,EN_ATM_CO2GDP,180,KG_PER_CON_USD,2002,0.022
9,EN_ATM_CO2GDP,208,KG_PER_CON_USD,2002,0.197
9,EN_ATM_CO2GDP,514,KG_PER_CON_USD,2002,0.315
9,EN_ATM_CO2GDP,515,KG_PER_CON_USD,2002,0.344
9,EN_ATM_CO2GDP,214,KG_PER_CON_USD,2002,0.232
9,EN_ATM_CO2GDP,14,KG_PER_CON_USD,2002,0.112
9,EN_ATM_CO2GDP,753,KG_PER_CON_USD,2002,0.413
9,EN_ATM_CO2GDP,30,KG_PER_CON_USD,2002,0.469
9,EN_ATM_CO2GDP,518,KG_PER_CON_USD,2002,0.613
9,EN_ATM_CO2GDP,151,KG_PER_CON_USD,2002,0.547
9,EN_ATM_CO2GDP,218,KG_PER_CON_USD,2002,0.182
9,EN_ATM_CO2GDP,818,KG_PER_CON_USD,2002,0.201
9,EN_ATM_CO2GDP,222,KG_PER_CON_USD,2002,0.136
9,EN_ATM_CO2GDP,226,KG_PER_CON_USD,2002,0.21
9,EN_ATM_CO2GDP,232,KG_PER_CON_USD,2002,
9,EN_ATM_CO2GDP,233,KG_PER_CON_USD,2002,0.519
9,EN_ATM_CO2GDP,231,KG_PER_CON_USD,2002,0.079
9,EN_ATM_CO2GDP,150,KG_PER_CON_USD,2002,0.271
9,EN_ATM_CO2GDP,513,KG_PER_CON_USD,2002,0.319
9,EN_ATM_CO2GDP,246,KG_PER_CON_USD,2002,0.292
9,EN_ATM_CO2GDP,250,KG_PER_CON_USD,2002,0.145
9,EN_ATM_CO2GDP,266,KG_PER_CON_USD,2002,0.067
9,EN_ATM_CO2GDP,268,KG_PER_CON_USD,2002,0.127
9,EN_ATM_CO2GDP,276,KG_PER_CON_USD,2002,0.229
9,EN_ATM_CO2GDP,288,KG_PER_CON_USD,2002,0.116
9,EN_ATM_CO2GDP,292,KG_PER_CON_USD,2002,
9,EN_ATM_CO2GDP,300,KG_PER_CON_USD,2002,0.265
9,EN_ATM_CO2GDP,320,KG_PER_CON_USD,2002,0.12
9,EN_ATM_CO2GDP,328,KG_PER_CON_USD,2002,0.27
9,EN_ATM_CO2GDP,332,KG_PER_CON_USD,2002,0.075
9,EN_ATM_CO2GDP,340,KG_PER_CON_USD,2002,0.195
9,EN_ATM_CO2GDP,348,KG_PER_CON_USD,2002,0.251
9,EN_ATM_CO2GDP,352,KG_PER_CON_USD,2002,0.181
9,EN_ATM_CO2GDP,356,KG_PER_CON_USD,2002,0.315
9,EN_ATM_CO2GDP,360,KG_PER_CON_USD,2002,0.215
9,EN_ATM_CO2GDP,364,KG_PER_CON_USD,2002,0.48
9,EN_ATM_CO2GDP,368,KG_PER_CON_USD,2002,0.375
9,EN_ATM_CO2GDP,372,KG_PER_CON_USD,2002,0.204
9,EN_ATM_CO2GDP,376,KG_PER_CON_USD,2002,0.299
9,EN_ATM_CO2GDP,380,KG_PER_CON_USD,2002,0.17
9,EN_ATM_CO2GDP,388,KG_PER_CON_USD,2002,0.389
9,EN_ATM_CO2GDP,392,KG_PER_CON_USD,2002,0.259
9,EN_ATM_CO2GDP,400,KG_PER_CON_USD,2002,0.312
9,EN_ATM_CO2GDP,398,KG_PER_CON_USD,2002,0.627
9,EN_ATM_CO2GDP,404,KG_PER_CON_USD,2002,0.071
9,EN_ATM_CO2GDP,412,KG_PER_CON_USD,2002,0.637
9,EN_ATM_CO2GDP,414,KG_PER_CON_USD,2002,0.444
9,EN_ATM_CO2GDP,417,KG_PER_CON_USD,2002,0.298
9,EN_ATM_CO2GDP,432,KG_PER_CON_USD,2002,0.526
9,EN_ATM_CO2GDP,418,KG_PER_CON_USD,2002,0.059
9,EN_ATM_CO2GDP,419,KG_PER_CON_USD,2002,0.192
9,EN_ATM_CO2GDP,428,KG_PER_CON_USD,2002,0.209
9,EN_ATM_CO2GDP,199,KG_PER_CON_USD,2002,0.119
9,EN_ATM_CO2GDP,422,KG_PER_CON_USD,2002,0.256
9,EN_ATM_CO2GDP,434,KG_PER_CON_USD,2002,0.437
9,EN_ATM_CO2GDP,440,KG_PER_CON_USD,2002,0.198
9,EN_ATM_CO2GDP,442,KG_PER_CON_USD,2002,0.21
9,EN_ATM_CO2GDP,458,KG_PER_CON_USD,2002,0.323
9,EN_ATM_CO2GDP,470,KG_PER_CON_USD,2002,0.213
9,EN_ATM_CO2GDP,480,KG_PER_CON_USD,2002,0.176
9,EN_ATM_CO2GDP,54,KG_PER_CON_USD,2002,
9,EN_ATM_CO2GDP,484,KG_PER_CON_USD,2002,0.211
9,EN_ATM_CO2GDP,57,KG_PER_CON_USD,2002,
9,EN_ATM_CO2GDP,17,KG_PER_CON_USD,2002,0.062
9,EN_ATM_CO2GDP,496,KG_PER_CON_USD,2002,0.816
9,EN_ATM_CO2GDP,499,KG_PER_CON_USD,2002,
9,EN_ATM_CO2GDP,504,KG_PER_CON_USD,2002,0.237
9,EN_ATM_CO2GDP,508,KG_PER_CON_USD,2002,0.1
9,EN_ATM_CO2GDP,104,KG_PER_CON_USD,2002,0.127
9,EN_ATM_CO2GDP,516,KG_PER_CON_USD,2002,0.164
9,EN_ATM_CO2GDP,524,KG_PER_CON_USD,2002,0.051
9,EN_ATM_CO2GDP,528,KG_PER_CON_USD,2002,0.216
9,EN_ATM_CO2GDP,554,KG_PER_CON_USD,2002,0.226
9,EN_ATM_CO2GDP,558,KG_PER_CON_USD,2002,0.184
9,EN_ATM_CO2GDP,562,KG_PER_CON_USD,2002,0.057
9,EN_ATM_CO2GDP,566,KG_PER_CON_USD,2002,0.114
9,EN_ATM_CO2GDP,807,KG_PER_CON_USD,2002,0.399
9,EN_ATM_CO2GDP,15,KG_PER_CON_USD,2002,0.225
9,EN_ATM_CO2GDP,746,KG_PER_CON_USD,2002,0.234
9,EN_ATM_CO2GDP,747,KG_PER_CON_USD,2002,0.277
9,EN_ATM_CO2GDP,21,KG_PER_CON_USD,2002,0.385
9,EN_ATM_CO2GDP,154,KG_PER_CON_USD,2002,0.209
9,EN_ATM_CO2GDP,578,KG_PER_CON_USD,2002,0.122
9,EN_ATM_CO2GDP,9,KG_PER_CON_USD,2002,0.425
9,EN_ATM_CO2GDP,543,KG_PER_CON_USD,2002,0.0
9,EN_ATM_CO2GDP,512,KG_PER_CON_USD,2002,0.311
9,EN_ATM_CO2GDP,586,KG_PER_CON_USD,2002,0.2
9,EN_ATM_CO2GDP,591,KG_PER_CON_USD,2002,0.113
9,EN_ATM_CO2GDP,600,KG_PER_CON_USD,2002,0.08
9,EN_ATM_CO2GDP,604,KG_PER_CON_USD,2002,0.142
9,EN_ATM_CO2GDP,608,KG_PER_CON_USD,2002,0.178
9,EN_ATM_CO2GDP,616,KG_PER_CON_USD,2002,0.44
9,EN_ATM_CO2GDP,61,KG_PER_CON_USD,2002,
9,EN_ATM_CO2GDP,620,KG_PER_CON_USD,2002,0.192
9,EN_ATM_CO2GDP,634,KG_PER_CON_USD,2002,0.465
9,EN_ATM_CO2GDP,410,KG_PER_CON_USD,2002,0.358
9,EN_ATM_CO2GDP,498,KG_PER_CON_USD,2002,0.41
9,EN_ATM_CO2GDP,642,KG_PER_CON_USD,2002,0.301
9,EN_ATM_CO2GDP,643,KG_PER_CON_USD,2002,0.624
9,EN_ATM_CO2GDP,682,KG_PER_CON_USD,2002,0.307
9,EN_ATM_CO2GDP,686,KG_PER_CON_USD,2002,0.148
9,EN_ATM_CO2GDP,688,KG_PER_CON_USD,2002,0.639
9,EN_ATM_CO2GDP,702,KG_PER_CON_USD,2002,0.178
9,EN_ATM_CO2GDP,703,KG_PER_CON_USD,2002,0.405
9,EN_ATM_CO2GDP,705,KG_PER_CON_USD,2002,0.27
9,EN_ATM_CO2GDP,722,KG_PER_CON_USD,2002,0.223
9,EN_ATM_CO2GDP,710,KG_PER_CON_USD,2002,0.676
9,EN_ATM_CO2GDP,5,KG_PER_CON_USD,2002,0.189
9,EN_ATM_CO2GDP,728,KG_PER_CON_USD,2002,
9,EN_ATM_CO2GDP,35,KG_PER_CON_USD,2002,0.226
9,EN_ATM_CO2GDP,18,KG_PER_CON_USD,2002,0.645
9,EN_ATM_CO2GDP,34,KG_PER_CON_USD,2002,0.307
9,EN_ATM_CO2GDP,39,KG_PER_CON_USD,2002,0.197
9,EN_ATM_CO2GDP,724,KG_PER_CON_USD,2002,0.197
9,EN_ATM_CO2GDP,144,KG_PER_CON_USD,2002,0.096
9,EN_ATM_CO2GDP,202,KG_PER_CON_USD,2002,0.251
9,EN_ATM_CO2GDP,738,KG_PER_CON_USD,2002,0.244
9,EN_ATM_CO2GDP,729,KG_PER_CON_USD,2002,0.093
9,EN_ATM_CO2GDP,740,KG_PER_CON_USD,2002,0.165
9,EN_ATM_CO2GDP,752,KG_PER_CON_USD,2002,0.141
9,EN_ATM_CO2GDP,756,KG_PER_CON_USD,2002,0.097
9,EN_ATM_CO2GDP,760,KG_PER_CON_USD,2002,0.866
9,EN_ATM_CO2GDP,762,KG_PER_CON_USD,2002,0.209
9,EN_ATM_CO2GDP,764,KG_PER_CON_USD,2002,0.252
9,EN_ATM_CO2GDP,768,KG_PER_CON_USD,2002,0.097
9,EN_ATM_CO2GDP,780,KG_PER_CON_USD,2002,0.508
9,EN_ATM_CO2GDP,788,KG_PER_CON_USD,2002,0.248
9,EN_ATM_CO2GDP,792,KG_PER_CON_USD,2002,0.197
9,EN_ATM_CO2GDP,795,KG_PER_CON_USD,2002,1.796
9,EN_ATM_CO2GDP,804,KG_PER_CON_USD,2002,0.738
9,EN_ATM_CO2GDP,784,KG_PER_CON_USD,2002,0.284
9,EN_ATM_CO2GDP,826,KG_PER_CON_USD,2002,0.22
9,EN_ATM_CO2GDP,834,KG_PER_CON_USD,2002,0.061
9,EN_ATM_CO2GDP,840,KG_PER_CON_USD,2002,0.382
9,EN_ATM_CO2GDP,858,KG_PER_CON_USD,2002,0.096
9,EN_ATM_CO2GDP,860,KG_PER_CON_USD,2002,1.659
9,EN_ATM_CO2GDP,862,KG_PER_CON_USD,2002,
9,EN_ATM_CO2GDP,704,KG_PER_CON_USD,2002,0.215
9,EN_ATM_CO2GDP,11,KG_PER_CON_USD,2002,0.112
9,EN_ATM_CO2GDP,145,KG_PER_CON_USD,2002,0.298
9,EN_ATM_CO2GDP,485,KG_PER_CON_USD,2002,0.295
9,EN_ATM_CO2GDP,155,KG_PER_CON_USD,2002,0.193
9,EN_ATM_CO2GDP,1,KG_PER_CON_USD,2002,0.342
9,EN_ATM_CO2GDP,887,KG_PER_CON_USD,2002,
9,EN_ATM_CO2GDP,894,KG_PER_CON_USD,2002,0.08
9,EN_ATM_CO2GDP,716,KG_PER_CON_USD,2002,0.297
9,EN_ATM_CO2GDP,2,KG_PER_CON_USD,2003,0.24
9,EN_ATM_CO2GDP,8,KG_PER_CON_USD,2003,0.176
9,EN_ATM_CO2GDP,12,KG_PER_CON_USD,2003,0.228
9,EN_ATM_CO2GDP,19,KG_PER_CON_USD,2003,0.326
9,EN_ATM_CO2GDP,24,KG_PER_CON_USD,2003,0.075
9,EN_ATM_CO2GDP,32,KG_PER_CON_USD,2003,0.195
9,EN_ATM_CO2GDP,51,KG_PER_CON_USD,2003,0.186
9,EN_ATM_CO2GDP,142,KG_PER_CON_USD,2003,0.391
9,EN_ATM_CO2GDP,36,KG_PER_CON_USD,2003,0.434
9,EN_ATM_CO2GDP,53,KG_PER_CON_USD,2003,0.403
9,EN_ATM_CO2GDP,40,KG_PER_CON_USD,2003,0.188
9,EN_ATM_CO2GDP,31,KG_PER_CON_USD,2003,0.642
9,EN_ATM_CO2GDP,48,KG_PER_CON_USD,2003,0.484
9,EN_ATM_CO2GDP,50,KG_PER_CON_USD,2003,0.098
9,EN_ATM_CO2GDP,112,KG_PER_CON_USD,2003,0.543
9,EN_ATM_CO2GDP,56,KG_PER_CON_USD,2003,0.246
9,EN_ATM_CO2GDP,204,KG_PER_CON_USD,2003,0.117
9,EN_ATM_CO2GDP,68,KG_PER_CON_USD,2003,0.165
9,EN_ATM_CO2GDP,70,KG_PER_CON_USD,2003,0.477
9,EN_ATM_CO2GDP,72,KG_PER_CON_USD,2003,0.187
9,EN_ATM_CO2GDP,76,KG_PER_CON_USD,2003,0.138
9,EN_ATM_CO2GDP,96,KG_PER_CON_USD,2003,0.208
9,EN_ATM_CO2GDP,100,KG_PER_CON_USD,2003,0.484
9,EN_ATM_CO2GDP,116,KG_PER_CON_USD,2003,0.106
9,EN_ATM_CO2GDP,120,KG_PER_CON_USD,2003,0.061
9,EN_ATM_CO2GDP,124,KG_PER_CON_USD,2003,0.43
9,EN_ATM_CO2GDP,29,KG_PER_CON_USD,2003,0.224
9,EN_ATM_CO2GDP,135,KG_PER_CON_USD,2003,0.796
9,EN_ATM_CO2GDP,13,KG_PER_CON_USD,2003,0.206
9,EN_ATM_CO2GDP,62,KG_PER_CON_USD,2003,0.333
9,EN_ATM_CO2GDP,143,KG_PER_CON_USD,2003,0.897
9,EN_ATM_CO2GDP,152,KG_PER_CON_USD,2003,0.183
9,EN_ATM_CO2GDP,156,KG_PER_CON_USD,2003,0.717
9,EN_ATM_CO2GDP,344,KG_PER_CON_USD,2003,0.171
9,EN_ATM_CO2GDP,170,KG_PER_CON_USD,2003,0.133
9,EN_ATM_CO2GDP,178,KG_PER_CON_USD,2003,0.05
9,EN_ATM_CO2GDP,188,KG_PER_CON_USD,2003,0.095
9,EN_ATM_CO2GDP,384,KG_PER_CON_USD,2003,0.079
9,EN_ATM_CO2GDP,191,KG_PER_CON_USD,2003,0.216
9,EN_ATM_CO2GDP,192,KG_PER_CON_USD,2003,0.146
9,EN_ATM_CO2GDP,531,KG_PER_CON_USD,2003,1.367
9,EN_ATM_CO2GDP,196,KG_PER_CON_USD,2003,0.279
9,EN_ATM_CO2GDP,203,KG_PER_CON_USD,2003,0.437
9,EN_ATM_CO2GDP,408,KG_PER_CON_USD,2003,
9,EN_ATM_CO2GDP,180,KG_PER_CON_USD,2003,0.025
9,EN_ATM_CO2GDP,208,KG_PER_CON_USD,2003,0.216
9,EN_ATM_CO2GDP,514,KG_PER_CON_USD,2003,0.313
9,EN_ATM_CO2GDP,515,KG_PER_CON_USD,2003,0.352
9,EN_ATM_CO2GDP,214,KG_PER_CON_USD,2003,0.21
9,EN_ATM_CO2GDP,14,KG_PER_CON_USD,2003,0.104
9,EN_ATM_CO2GDP,753,KG_PER_CON_USD,2003,0.431
9,EN_ATM_CO2GDP,30,KG_PER_CON_USD,2003,0.492
9,EN_ATM_CO2GDP,518,KG_PER_CON_USD,2003,0.643
9,EN_ATM_CO2GDP,151,KG_PER_CON_USD,2003,0.533
9,EN_ATM_CO2GDP,218,KG_PER_CON_USD,2003,0.18
9,EN_ATM_CO2GDP,818,KG_PER_CON_USD,2003,0.202
9,EN_ATM_CO2GDP,222,KG_PER_CON_USD,2003,0.148
9,EN_ATM_CO2GDP,226,KG_PER_CON_USD,2003,0.197
9,EN_ATM_CO2GDP,232,KG_PER_CON_USD,2003,
9,EN_ATM_CO2GDP,233,KG_PER_CON_USD,2003,0.549
9,EN_ATM_CO2GDP,231,KG_PER_CON_USD,2003,0.088
9,EN_ATM_CO2GDP,150,KG_PER_CON_USD,2003,0.272
9,EN_ATM_CO2GDP,513,KG_PER_CON_USD,2003,0.318
9,EN_ATM_CO2GDP,246,KG_PER_CON_USD,2003,0.324
9,EN_ATM_CO2GDP,250,KG_PER_CON_USD,2003,0.146
9,EN_ATM_CO2GDP,266,KG_PER_CON_USD,2003,0.066
9,EN_ATM_CO2GDP,268,KG_PER_CON_USD,2003,0.123
9,EN_ATM_CO2GDP,276,KG_PER_CON_USD,2003,0.231
9,EN_ATM_CO2GDP,288,KG_PER_CON_USD,2003,0.106
9,EN_ATM_CO2GDP,292,KG_PER_CON_USD,2003,
9,EN_ATM_CO2GDP,300,KG_PER_CON_USD,2003,0.26
9,EN_ATM_CO2GDP,320,KG_PER_CON_USD,2003,0.118
9,EN_ATM_CO2GDP,328,KG_PER_CON_USD,2003,0.271
9,EN_ATM_CO2GDP,332,KG_PER_CON_USD,2003,0.072
9,EN_ATM_CO2GDP,340,KG_PER_CON_USD,2003,0.208
9,EN_ATM_CO2GDP,348,KG_PER_CON_USD,2003,0.253
9,EN_ATM_CO2GDP,352,KG_PER_CON_USD,2003,0.176
9,EN_ATM_CO2GDP,356,KG_PER_CON_USD,2003,0.3
9,EN_ATM_CO2GDP,360,KG_PER_CON_USD,2003,0.226
9,EN_ATM_CO2GDP,364,KG_PER_CON_USD,2003,0.46
9,EN_ATM_CO2GDP,368,KG_PER_CON_USD,2003,0.528
9,EN_ATM_CO2GDP,372,KG_PER_CON_USD,2003,0.197
9,EN_ATM_CO2GDP,376,KG_PER_CON_USD,2003,0.305
9,EN_ATM_CO2GDP,380,KG_PER_CON_USD,2003,0.177
9,EN_ATM_CO2GDP,388,KG_PER_CON_USD,2003,0.387
9,EN_ATM_CO2GDP,392,KG_PER_CON_USD,2003,0.257
9,EN_ATM_CO2GDP,400,KG_PER_CON_USD,2003,0.309
9,EN_ATM_CO2GDP,398,KG_PER_CON_USD,2003,0.647
9,EN_ATM_CO2GDP,404,KG_PER_CON_USD,2003,0.06
9,EN_ATM_CO2GDP,412,KG_PER_CON_USD,2003,0.633
9,EN_ATM_CO2GDP,414,KG_PER_CON_USD,2003,0.389
9,EN_ATM_CO2GDP,417,KG_PER_CON_USD,2003,0.309
9,EN_ATM_CO2GDP,432,KG_PER_CON_USD,2003,0.522
9,EN_ATM_CO2GDP,418,KG_PER_CON_USD,2003,0.058
9,EN_ATM_CO2GDP,419,KG_PER_CON_USD,2003,0.191
9,EN_ATM_CO2GDP,428,KG_PER_CON_USD,2003,0.199
9,EN_ATM_CO2GDP,199,KG_PER_CON_USD,2003,0.124
9,EN_ATM_CO2GDP,422,KG_PER_CON_USD,2003,0.247
9,EN_ATM_CO2GDP,434,KG_PER_CON_USD,2003,0.405
9,EN_ATM_CO2GDP,440,KG_PER_CON_USD,2003,0.18
9,EN_ATM_CO2GDP,442,KG_PER_CON_USD,2003,0.218
9,EN_ATM_CO2GDP,458,KG_PER_CON_USD,2003,0.321
9,EN_ATM_CO2GDP,470,KG_PER_CON_USD,2003,0.231
9,EN_ATM_CO2GDP,480,KG_PER_CON_USD,2003,0.175
9,EN_ATM_CO2GDP,54,KG_PER_CON_USD,2003,
9,EN_ATM_CO2GDP,484,KG_PER_CON_USD,2003,0.218
9,EN_ATM_CO2GDP,57,KG_PER_CON_USD,2003,
9,EN_ATM_CO2GDP,17,KG_PER_CON_USD,2003,0.069
9,EN_ATM_CO2GDP,496,KG_PER_CON_USD,2003,0.738
9,EN_ATM_CO2GDP,499,KG_PER_CON_USD,2003,
9,EN_ATM_CO2GDP,504,KG_PER_CON_USD,2003,0.222
9,EN_ATM_CO2GDP,508,KG_PER_CON_USD,2003,0.114
9,EN_ATM_CO2GDP,104,KG_PER_CON_USD,2003,0.141
9,EN_ATM_CO2GDP,516,KG_PER_CON_USD,2003,0.168
9,EN_ATM_CO2GDP,524,KG_PER_CON_USD,2003,0.054
9,EN_ATM_CO2GDP,528,KG_PER_CON_USD,2003,0.219
9,EN_ATM_CO2GDP,554,KG_PER_CON_USD,2003,0.229
9,EN_ATM_CO2GDP,558,KG_PER_CON_USD,2003,0.196
9,EN_ATM_CO2GDP,562,KG_PER_CON_USD,2003,0.061
9,EN_ATM_CO2GDP,566,KG_PER_CON_USD,2003,0.113
9,EN_ATM_CO2GDP,807,KG_PER_CON_USD,2003,0.424
9,EN_ATM_CO2GDP,15,KG_PER_CON_USD,2003,0.22
9,EN_ATM_CO2GDP,746,KG_PER_CON_USD,2003,0.23
9,EN_ATM_CO2GDP,747,KG_PER_CON_USD,2003,0.273
9,EN_ATM_CO2GDP,21,KG_PER_CON_USD,2003,0.38
9,EN_ATM_CO2GDP,154,KG_PER_CON_USD,2003,0.211
9,EN_ATM_CO2GDP,578,KG_PER_CON_USD,2003,0.131
9,EN_ATM_CO2GDP,9,KG_PER_CON_USD,2003,0.414
9,EN_ATM_CO2GDP,543,KG_PER_CON_USD,2003,0.0
9,EN_ATM_CO2GDP,512,KG_PER_CON_USD,2003,0.328
9,EN_ATM_CO2GDP,586,KG_PER_CON_USD,2003,0.194
9,EN_ATM_CO2GDP,591,KG_PER_CON_USD,2003,0.109
9,EN_ATM_CO2GDP,600,KG_PER_CON_USD,2003,0.079
9,EN_ATM_CO2GDP,604,KG_PER_CON_USD,2003,0.132
9,EN_ATM_CO2GDP,608,KG_PER_CON_USD,2003,0.175
9,EN_ATM_CO2GDP,616,KG_PER_CON_USD,2003,0.441
9,EN_ATM_CO2GDP,61,KG_PER_CON_USD,2003,
9,EN_ATM_CO2GDP,620,KG_PER_CON_USD,2003,0.179
9,EN_ATM_CO2GDP,634,KG_PER_CON_USD,2003,0.47
9,EN_ATM_CO2GDP,410,KG_PER_CON_USD,2003,0.348
9,EN_ATM_CO2GDP,498,KG_PER_CON_USD,2003,0.416
9,EN_ATM_CO2GDP,642,KG_PER_CON_USD,2003,0.308
9,EN_ATM_CO2GDP,643,KG_PER_CON_USD,2003,0.592
9,EN_ATM_CO2GDP,682,KG_PER_CON_USD,2003,0.288
9,EN_ATM_CO2GDP,686,KG_PER_CON_USD,2003,0.136
9,EN_ATM_CO2GDP,688,KG_PER_CON_USD,2003,0.657
9,EN_ATM_CO2GDP,702,KG_PER_CON_USD,2003,0.157
9,EN_ATM_CO2GDP,703,KG_PER_CON_USD,2003,0.389
9,EN_ATM_CO2GDP,705,KG_PER_CON_USD,2003,0.26
9,EN_ATM_CO2GDP,722,KG_PER_CON_USD,2003,0.213
9,EN_ATM_CO2GDP,710,KG_PER_CON_USD,2003,0.7
9,EN_ATM_CO2GDP,5,KG_PER_CON_USD,2003,0.183
9,EN_ATM_CO2GDP,728,KG_PER_CON_USD,2003,
9,EN_ATM_CO2GDP,35,KG_PER_CON_USD,2003,0.227
9,EN_ATM_CO2GDP,18,KG_PER_CON_USD,2003,0.666
9,EN_ATM_CO2GDP,34,KG_PER_CON_USD,2003,0.295
9,EN_ATM_CO2GDP,39,KG_PER_CON_USD,2003,0.2
9,EN_ATM_CO2GDP,724,KG_PER_CON_USD,2003,0.195
9,EN_ATM_CO2GDP,144,KG_PER_CON_USD,2003,0.099
9,EN_ATM_CO2GDP,202,KG_PER_CON_USD,2003,0.253
9,EN_ATM_CO2GDP,738,KG_PER_CON_USD,2003,0.246
9,EN_ATM_CO2GDP,729,KG_PER_CON_USD,2003,0.089
9,EN_ATM_CO2GDP,740,KG_PER_CON_USD,2003,0.172
9,EN_ATM_CO2GDP,752,KG_PER_CON_USD,2003,0.141
9,EN_ATM_CO2GDP,756,KG_PER_CON_USD,2003,0.1
9,EN_ATM_CO2GDP,760,KG_PER_CON_USD,2003,0.889
9,EN_ATM_CO2GDP,762,KG_PER_CON_USD,2003,0.189
9,EN_ATM_CO2GDP,764,KG_PER_CON_USD,2003,0.245
9,EN_ATM_CO2GDP,768,KG_PER_CON_USD,2003,0.117
9,EN_ATM_CO2GDP,780,KG_PER_CON_USD,2003,0.543
9,EN_ATM_CO2GDP,788,KG_PER_CON_USD,2003,0.234
9,EN_ATM_CO2GDP,792,KG_PER_CON_USD,2003,0.196
9,EN_ATM_CO2GDP,795,KG_PER_CON_USD,2003,1.931
9,EN_ATM_CO2GDP,804,KG_PER_CON_USD,2003,0.731
9,EN_ATM_CO2GDP,784,KG_PER_CON_USD,2003,0.272
9,EN_ATM_CO2GDP,826,KG_PER_CON_USD,2003,0.218
9,EN_ATM_CO2GDP,834,KG_PER_CON_USD,2003,0.059
9,EN_ATM_CO2GDP,840,KG_PER_CON_USD,2003,0.375
9,EN_ATM_CO2GDP,858,KG_PER_CON_USD,2003,0.094
9,EN_ATM_CO2GDP,860,KG_PER_CON_USD,2003,1.496
9,EN_ATM_CO2GDP,862,KG_PER_CON_USD,2003,
9,EN_ATM_CO2GDP,704,KG_PER_CON_USD,2003,0.212
9,EN_ATM_CO2GDP,11,KG_PER_CON_USD,2003,0.109
9,EN_ATM_CO2GDP,145,KG_PER_CON_USD,2003,0.294
9,EN_ATM_CO2GDP,485,KG_PER_CON_USD,2003,0.291
